,passenger_id,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,deck,embark_town,alone
789,789,0,1,male,46.0,0,0,79.2,C,First,B,Cherbourg,1
790,790,0,3,male,,0,0,7.75,Q,Third,,Queenstown,1
791,791,0,2,male,16.0,0,0,26.0,S,Second,,Southampton,1
792,792,0,3,female,,8,2,69.55,S,Third,,Southampton,0
793,793,0,1,male,,0,0,30.6958,C,First,,Cherbourg,1
794,794,0,3,male,25.0,0,0,7.8958,S,Third,,Southampton,1
795,795,0,2,male,39.0,0,0,13.0,S,Second,,Southampton,1
796,796,1,1,female,49.0,0,0,25.9292,S,First,D,Southampton,1
797,797,1,3,female,31.0,0,0,8.6833,S,Third,,Southampton,1
798,798,0,3,male,30.0,0,0,7.2292,C,Third,,Cherbourg,1
799,799,0,3,female,30.0,1,1,24.15,S,Third,,Southampton,0
800,800,0,2,male,34.0,0,0,13.0,S,Second,,Southampton,1
801,801,1,2,female,31.0,1,1,26.25,S,Second,,Southampton,0
802,802,1,1,male,11.0,1,2,120.0,S,First,B,Southampton,0
803,803,1,3,male,0.42,0,1,8.5167,C,Third,,Cherbourg,0
804,804,1,3,male,27.0,0,0,6.975,S,Third,,Southampton,1
805,805,0,3,male,31.0,0,0,7.775,S,Third,,Southampton,1
806,806,0,1,male,39.0,0,0,0.0,S,First,A,Southampton,1
807,807,0,3,female,18.0,0,0,7.775,S,Third,,Southampton,1
808,808,0,2,male,39.0,0,0,13.0,S,Second,,Southampton,1
809,809,1,1,female,33.0,1,0,53.1,S,First,E,Southampton,0
810,810,0,3,male,26.0,0,0,7.8875,S,Third,,Southampton,1
811,811,0,3,male,39.0,0,0,24.15,S,Third,,Southampton,1
812,812,0,2,male,35.0,0,0,10.5,S,Second,,Southampton,1
813,813,0,3,female,6.0,4,2,31.275,S,Third,,Southampton,0
814,814,0,3,male,30.5,0,0,8.05,S,Third,,Southampton,1
815,815,0,1,male,,0,0,0.0,S,First,B,Southampton,1
816,816,0,3,female,23.0,0,0,7.925,S,Third,,Southampton,1
817,817,0,2,male,31.0,1,1,37.0042,C,Second,,Cherbourg,0
818,818,0,3,male,43.0,0,0,6.45,S,Third,,Southampton,1
819,819,0,3,male,10.0,3,2,27.9,S,Third,,Southampton,0
820,820,1,1,female,52.0,1,1,93.5,S,First,B,Southampton,0
821,821,1,3,male,27.0,0,0,8.6625,S,Third,,Southampton,1
822,822,0,1,male,38.0,0,0,0.0,S,First,,Southampton,1
823,823,1,3,female,27.0,0,1,12.475,S,Third,E,Southampton,0
824,824,0,3,male,2.0,4,1,39.6875,S,Third,,Southampton,0
825,825,0,3,male,,0,0,6.95,Q,Third,,Queenstown,1
826,826,0,3,male,,0,0,56.4958,S,Third,,Southampton,1
827,827,1,2,male,1.0,0,2,37.0042,C,Second,,Cherbourg,0
828,828,1,3,male,,0,0,7.75,Q,Third,,Queenstown,1
829,829,1,1,female,62.0,0,0,80.0,,First,B,,1
830,830,1,3,female,15.0,1,0,14.4542,C,Third,,Cherbourg,0
831,831,1,2,male,0.83,1,1,18.75,S,Second,,Southampton,0
832,832,0,3,male,,0,0,7.2292,C,Third,,Cherbourg,1
833,833,0,3,male,23.0,0,0,7.8542,S,Third,,Southampton,1
834,834,0,3,male,18.0,0,0,8.3,S,Third,,Southampton,1
835,835,1,1,female,39.0,1,1,83.1583,C,First,E,Cherbourg,0
836,836,0,3,male,21.0,0,0,8.6625,S,Third,,Southampton,1
837,837,0,3,male,,0,0,8.05,S,Third,,Southampton,1
838,838,1,3,male,32.0,0,0,56.4958,S,Third,,Southampton,1
839,839,1,1,male,,0,0,29.7,C,First,C,Cherbourg,1
840,840,0,3,male,20.0,0,0,7.925,S,Third,,Southampton,1
841,841,0,2,male,16.0,0,0,10.5,S,Second,,Southampton,1
842,842,1,1,female,30.0,0,0,31.0,C,First,,Cherbourg,1
843,843,0,3,male,34.5,0,0,6.4375,C,Third,,Cherbourg,1
844,844,0,3,male,17.0,0,0,8.6625,S,Third,,Southampton,1
845,845,0,3,male,42.0,0,0,7.55,S,Third,,Southampton,1
846,846,0,3,male,,8,2,69.55,S,Third,,Southampton,0
847,847,0,3,male,35.0,0,0,7.8958,C,Third,,Cherbourg,1
848,848,0,2,male,28.0,0,1,33.0,S,Second,,Southampton,0
849,849,1,1,female,,1,0,89.1042,C,First,C,Cherbourg,0
850,850,0,3,male,4.0,4,2,31.275,S,Third,,Southampton,0
851,851,0,3,male,74.0,0,0,7.775,S,Third,,Southampton,1
852,852,0,3,female,9.0,1,1,15.2458,C,Third,,Cherbourg,0
853,853,1,1,female,16.0,0,1,39.4,S,First,D,Southampton,0
854,854,0,2,female,44.0,1,0,26.0,S,Second,,Southampton,0
855,855,1,3,female,18.0,0,1,9.35,S,Third,,Southampton,0
856,856,1,1,female,45.0,1,1,164.8667,S,First,,Southampton,0
857,857,1,1,male,51.0,0,0,26.55,S,First,E,Southampton,1
858,858,1,3,female,24.0,0,3,19.2583,C,Third,,Cherbourg,0
859,859,0,3,male,,0,0,7.2292,C,Third,,Cherbourg,1
860,860,0,3,male,41.0,2,0,14.1083,S,Third,,Southampton,0
861,861,0,2,male,21.0,1,0,11.5,S,Second,,Southampton,0
862,862,1,1,female,48.0,0,0,25.9292,S,First,D,Southampton,1
863,863,0,3,female,,8,2,69.55,S,Third,,Southampton,0
864,864,0,2,male,24.0,0,0,13.0,S,Second,,Southampton,1
865,865,1,2,female,42.0,0,0,13.0,S,Second,,Southampton,1
866,866,1,2,female,27.0,1,0,13.8583,C,Second,,Cherbourg,0
867,867,0,1,male,31.0,0,0,50.4958,S,First,A,Southampton,1
868,868,0,3,male,,0,0,9.5,S,Third,,Southampton,1
869,869,1,3,male,4.0,1,1,11.1333,S,Third,,Southampton,0
870,870,0,3,male,26.0,0,0,7.8958,S,Third,,Southampton,1
871,871,1,1,female,47.0,1,1,52.5542,S,First,D,Southampton,0
872,872,0,1,male,33.0,0,0,5.0,S,First,B,Southampton,1
873,873,0,3,male,47.0,0,0,9.0,S,Third,,Southampton,1
874,874,1,2,female,28.0,1,0,24.0,C,Second,,Cherbourg,0
875,875,1,3,female,15.0,0,0,7.225,C,Third,,Cherbourg,1
876,876,0,3,male,20.0,0,0,9.8458,S,Third,,Southampton,1
877,877,0,3,male,19.0,0,0,7.8958,S,Third,,Southampton,1
878,878,0,3,male,,0,0,7.8958,S,Third,,Southampton,1
879,879,1,1,female,56.0,0,1,83.1583,C,First,C,Cherbourg,0
880,880,1,2,female,25.0,0,1,26.0,S,Second,,Southampton,0
881,881,0,3,male,33.0,0,0,7.8958,S,Third,,Southampton,1
882,882,0,3,female,22.0,0,0,10.5167,S,Third,,Southampton,1
883,883,0,2,male,28.0,0,0,10.5,S,Second,,Southampton,1
884,884,0,3,male,25.0,0,0,7.05,S,Third,,Southampton,1
885,885,0,3,female,39.0,0,5,29.125,Q,Third,,Queenstown,0
886,886,0,2,male,27.0,0,0,13.0,S,Second,,Southampton,1
887,887,1,1,female,19.0,0,0,30.0,S,First,B,Southampton,1
888,888,0,3,female,,1,2,23.45,S,Third,,Southampton,0
889,889,1,1,male,26.0,0,0,30.0,C,First,C,Cherbourg,1
890,890,0,3,male,32.0,0,0,7.75,Q,Third,,Queenstown,1
